id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,acidente_fatal,total_vitimas
688593,2025-05-02,sexta-feira,05:46:00,RS,116,256,ESTEIO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Não,3,0,1,0,2,0,1,2,"-29,84771646","-51,17800713",SPRF-RS,DEL01-RS,UOP02-DEL01-RS,0,1
688598,2025-05-02,sexta-feira,04:20:00,RJ,393,207,VASSOURAS,Condutor Dormindo,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,2,0,1,0,1,0,1,2,"-22,270848","-43,458947",SPRF-RJ,DEL05-RJ,UOP03-DEL05-RJ,0,1
688601,2025-05-01,quinta-feira,22:20:00,BA,242,450,SEABRA,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-12,41846103","-42,07606385",SPRF-BA,DEL06-BA,UOP01-DEL06-BA,0,1
688610,2025-05-02,sexta-feira,06:20:00,BA,116,"812,6",VITORIA DA CONQUISTA,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,0,2,1,3,"-14,800073","-40,773493",SPRF-BA,DEL08-BA,UOP01-DEL08-BA,0,1
688615,2025-05-02,sexta-feira,07:40:00,BA,324,620,SALVADOR,Trafegar com motocicleta (ou similar) entre as faixas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Reta,Sim,3,0,2,0,1,0,2,2,"-12,91779","-38,464113",SPRF-BA,DEL01-BA,UOP01-DEL01-BA,0,2
688623,2025-05-02,sexta-feira,06:00:00,ES,101,93,JAGUARE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,4,0,1,0,1,3,1,5,"-18,95676841","-39,98085022",SPRF-ES,DEL04-ES,UOP02-DEL04-ES,0,1
688629,2025-05-02,sexta-feira,08:35:00,RS,470,179,VERANOPOLIS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,1,0,1,2,"-28,95137693","-51,5578723",SPRF-RS,DEL06-RS,UOP02-DEL06-RS,0,1
688630,2025-05-02,sexta-feira,07:20:00,MG,381,527,BRUMADINHO,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva;Declive,Não,5,0,2,2,0,1,4,3,"-20,15939664","-44,32965025",SPRF-MG,DEL04-MG,UOP03-DEL04-MG,0,4
688638,2025-05-02,sexta-feira,08:20:00,RS,285,"230,5",CASEIROS,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-28,242563","-51,797767",SPRF-RS,DEL08-RS,UOP05-DEL08-RS,0,1
688639,2025-05-02,sexta-feira,09:20:00,ES,101,291,CARIACICA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,4,0,2,0,1,1,2,3,"-20,3032417","-40,3951811",SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,2
688640,2025-05-02,sexta-feira,05:20:00,RO,364,616,ITAPUA DO OESTE,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Amanhecer,Crescente,Nublado,Simples,Curva,Não,21,1,2,2,16,0,4,2,"-9,11425235","-63,26603148",SPRF-RO,DEL01-RO,UOP04-DEL01-RO,1,5
688653,2025-05-02,sexta-feira,11:00:00,PR,277,395,CANDOI,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,1,2,1,4,"-25,45017245","-51,92593575",SPRF-PR,DEL08-PR,UOP01-DEL08-PR,0,1
688654,2025-05-02,sexta-feira,09:00:00,MG,262,104,ABRE CAMPO,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Curva,Não,7,0,1,0,5,2,1,4,"-20,291594","-42,545253",SPRF-MG,DEL03-MG,UOP03-DEL03-MG,0,1
688657,2025-05-02,sexta-feira,10:30:00,RS,392,"334,8",SANTA MARIA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Nublado,Simples,Em Obras,Não,4,0,0,0,3,3,0,5,"-29,867602","-53,74211",SPRF-RS,DEL09-RS,UOP01-DEL09-RS,0,0
688668,2025-05-02,sexta-feira,11:05:00,MT,364,393,CUIABA,Manobra de mudança de faixa,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Não,6,0,1,0,3,2,1,4,"-15,68711","-55,91222",SPRF-MT,DEL01-MT,UOP02-DEL01-MT,0,1
688670,2025-05-02,sexta-feira,14:00:00,MG,40,567,NOVA LIMA,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta;Aclive,Sim,6,0,2,1,2,3,3,8,"-20,192163","-43,971765",SPRF-MG,DEL01-MG,UOP02-DEL01-MG,0,3
688673,2025-05-02,sexta-feira,14:00:00,RS,158,325,SANTA MARIA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta;Aclive,Sim,6,0,2,0,3,2,2,4,"-29,70735281","-53,79978128",SPRF-RS,DEL09-RS,UOP01-DEL09-RS,0,2
688674,2025-05-02,sexta-feira,12:15:00,SE,101,93,NOSSA SENHORA DO SOCORRO,Entrada inopinada do pedestre,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,5,0,0,0,4,1,0,5,"-10,90369382","-37,14713423",SPRF-SE,DEL01-SE,UOP01-DEL01-SE,0,0
688677,2025-05-02,sexta-feira,08:20:00,BA,324,563,SAO SEBASTIAO DO PASSE,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,3,0,2,0,0,2,2,3,"-12,519063","-38,617473",SPRF-BA,DEL01-BA,UOP01-DEL01-BA,0,2
688681,2025-05-02,sexta-feira,12:30:00,RJ,116,203,QUEIMADOS,Condutor Dormindo,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,3,0,0,1,1,1,1,3,"-22,731629","-43,61809",SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ,0,1
688687,2025-05-02,sexta-feira,13:20:00,SC,101,"110,3",NAVEGANTES,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Fatais,Pleno dia,Decrescente,Nublado,Dupla,Curva,Sim,2,1,0,0,0,1,0,2,"-26,835467","-48,709443",SPRF-SC,DEL04-SC,UOP04-DEL04-SC,1,1
688691,2025-05-02,sexta-feira,13:00:00,MG,381,362,SAO GONCALO DO RIO ABAIXO,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Aclive,Não,5,0,0,2,2,3,2,6,"-19,85686248","-43,21980625",SPRF-MG,DEL03-MG,UOP01-DEL03-MG,0,2
688693,2025-05-02,sexta-feira,14:50:00,MT,70,501,CUIABA,Ultrapassagem Indevida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Sim,4,0,1,1,1,1,2,3,"-15,693739","-56,021613",SPRF-MT,DEL01-MT,UOP02-DEL01-MT,0,2
688698,2025-05-02,sexta-feira,17:00:00,GO,60,288,ACREUNA,Conversão proibida,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,4,1,1,0,1,1,1,3,"-17,296881","-50,269107",SPRF-GO,DEL04-GO,UOP02-DEL04-GO,1,2
688699,2025-05-02,sexta-feira,14:45:00,MT,364,"435,7",VARZEA GRANDE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,1,1,1,3,"-15,6407","-56,20199",SPRF-MT,DEL01-MT,UOP02-DEL01-MT,0,1
688702,2025-05-02,sexta-feira,17:00:00,RS,290,166,BUTIA,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,4,0,2,2,0,0,4,2,"-30,122887","-51,875215",SPRF-RS,DEL02-RS,UOP03-DEL02-RS,0,4
688710,2025-05-02,sexta-feira,18:35:00,RS,386,"342,5",LAJEADO,Desrespeitar a preferência no cruzamento,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Ignorado,Simples,Reta;Em Obras,Sim,2,0,0,0,2,0,0,2,"-29,43373","-52,00765",SPRF-RS,DEL04-RS,UOP01-DEL04-RS,0,0
688711,2025-05-02,sexta-feira,18:00:00,ES,101,"388,9",RIO NOVO DO SUL,Frear bruscamente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva,Não,3,0,1,0,1,1,1,3,"-20,86121","-40,8796",SPRF-ES,DEL03-ES,UOP02-DEL03-ES,0,1
688712,2025-05-02,sexta-feira,15:30:00,RJ,101,297,ITABORAI,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Declive,Sim,2,0,0,1,0,1,1,2,"-22,77117096","-42,92384074",SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,0,1
688716,2025-05-02,sexta-feira,17:53:00,SC,470,"60,3",BLUMENAU,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Em Obras;Interseção de Vias,Sim,2,0,1,0,1,0,1,2,"-26,88063","-49,1678",SPRF-SC,DEL04-SC,UOP01-DEL04-SC,0,1
688725,2025-05-02,sexta-feira,18:35:00,AP,210,"27,9",MACAPA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Anoitecer,Decrescente,Céu Claro,Simples,Reta,Não,4,2,1,0,0,3,1,5,"0,2595082","-51,08526707",SPRF-AP,DEL01-AP,UOP01-DEL01-AP,1,3
688735,2025-05-02,sexta-feira,18:20:00,AL,416,"18,9",COLONIA LEOPOLDINA,Velocidade Incompatível,Tombamento,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Curva;Declive,Não,1,1,0,0,0,0,0,1,"-8,939305","-35,786044",SPRF-AL,DEL01-AL,UOP02-DEL01-AL,1,1
688737,2025-05-02,sexta-feira,17:28:00,MS,158,"335,2",BRASILANDIA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Simples,Reta,Não,4,1,1,0,1,3,1,6,"-21,1657705","-51,9783209",SPRF-MS,DEL07-MS,UOP01-DEL07-MS,1,2
688738,2025-05-02,sexta-feira,13:40:00,PR,277,"417,1",CANTAGALO,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,2,0,2,0,0,0,2,2,"-25,404864","-52,104095",SPRF-PR,DEL04-PR,UOP02-DEL04-PR,0,2
688739,2025-05-02,sexta-feira,18:15:00,MG,381,"787,4",SAO GONCALO DO SAPUCAI,Deficiência do Sistema de Iluminação/Sinalização,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-21,86171829","-45,5283705",SPRF-MG,DEL16-MG,UOP02-DEL16-MG,0,1
688741,2025-05-02,sexta-feira,20:15:00,MG,50,91,UBERLANDIA,Problema na suspensão,Colisão com objeto,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Dupla,Reta,Não,14,0,5,0,9,0,5,2,"-19,059102","-48,19354",SPRF-MG,DEL15-MG,UOP01-DEL15-MG,0,5
688744,2025-05-02,sexta-feira,19:30:00,RJ,393,263,BARRA DO PIRAI,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Simples,Curva,Não,2,0,1,0,0,1,1,2,"-22,47988561","-43,92333984",SPRF-RJ,DEL05-RJ,UOP04-DEL05-RJ,0,1
688752,2025-05-02,sexta-feira,21:30:00,MG,40,"645,8",CRISTIANO OTONI,Acesso irregular,Colisão frontal,Sem Vítimas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,2,0,0,0,2,0,0,2,"-20,792821","-43,810791",SPRF-MG,DEL05-MG,UOP02-DEL05-MG,0,0
688753,2025-05-02,sexta-feira,18:30:00,SC,282,"135,6",BOM RETIRO,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta;Ponte,Não,3,0,0,1,1,1,1,3,"-27,81827836","-49,55331802",SPRF-SC,DEL05-SC,UOP01-DEL05-SC,0,1
688754,2025-05-02,sexta-feira,19:20:00,BA,116,"863,9",VITORIA DA CONQUISTA,Ultrapassagem Indevida,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Reta,Não,4,0,3,0,0,1,3,2,"-15,157941","-41,055481",SPRF-BA,DEL08-BA,UOP01-DEL08-BA,0,3
688757,2025-05-02,sexta-feira,19:30:00,RR,174,462,BOA VISTA,Manobra de mudança de faixa,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,20,0,1,0,19,0,1,3,"2,7392647","-60,7658752",SPRF-RR,DEL01-RR,UOP01-DEL01-RR,0,1
688771,2025-05-02,sexta-feira,21:45:00,AL,316,"84,7",SANTANA DO IPANEMA,Manobra de mudança de faixa,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Declive;Reta,Sim,3,1,0,1,1,0,1,2,"-9,36929133","-37,24543182",SPRF-AL,DEL03-AL,UOP02-DEL03-AL,1,2
688772,2025-05-02,sexta-feira,22:40:00,SC,282,"472,9",VARGEAO,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Interseção de Vias,Não,2,0,0,1,1,0,1,2,"-26,863237","-52,127007",SPRF-SC,DEL07-SC,UOP01-DEL07-SC,0,1
688777,2025-05-02,sexta-feira,19:00:00,MG,381,756,TRES CORACOES,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,1,1,1,3,"-21,6727972","-45,3345734",SPRF-MG,DEL16-MG,UOP02-DEL16-MG,0,1
688779,2025-05-02,sexta-feira,20:57:00,PB,230,"431,1",POMBAL,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,1,1,0,0,0,1,2,"-6,74874274","-37,98419952",SPRF-PB,DEL03-PB,UOP02-DEL03-PB,1,2
688782,2025-05-03,sábado,01:20:00,SP,116,464,PARIQUERA-ACU,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,4,0,1,1,1,2,2,4,"-24,63822553","-47,91227667",SPRF-SP,DEL05-SP,UOP01-DEL05-SP,0,2
688783,2025-05-02,sexta-feira,19:00:00,MS,262,"390,5",TERENOS,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Não,2,0,0,0,1,3,0,4,"-20,429829","-54,934305",SPRF-MS,DEL01-MS,UOP03-DEL01-MS,0,0
688786,2025-05-02,sexta-feira,17:05:00,SC,280,"90,4",CORUPA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Curva,Não,15,2,11,0,1,1,11,4,"-26,396013","-49,29445",SPRF-SC,DEL06-SC,UOP03-DEL06-SC,1,13
688789,2025-05-03,sábado,03:00:00,SP,116,198,ARUJA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,3,0,1,0,1,2,1,4,"-23,395006","-46,28908575",SPRF-SP,DEL01-SP,UOP01-DEL01-SP,0,1
688790,2025-05-03,sábado,00:55:00,PR,373,"173,1",PONTA GROSSA,Ingestão de álcool pelo condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva,Sim,3,0,1,0,1,2,1,4,"-25,08005349","-50,20271",SPRF-PR,DEL03-PR,UOP01-DEL03-PR,0,1
688792,2025-05-03,sábado,04:20:00,PB,101,107,ALHANDRA,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Não,3,0,2,0,1,0,2,2,"-7,334443","-34,94738",SPRF-PB,DEL01-PB,UOP01-DEL01-PB,0,2
688794,2025-05-02,sexta-feira,22:05:00,BA,116,438,FEIRA DE SANTANA,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Declive,Não,3,0,1,0,1,2,1,4,"-12,333948","-39,069055",SPRF-BA,DEL02-BA,UOP01-DEL02-BA,0,1
688800,2025-05-02,sexta-feira,20:10:00,PB,101,107,ALHANDRA,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,0,0,1,1,0,2,"-7,3337763","-34,9476654",SPRF-PB,DEL01-PB,UOP01-DEL01-PB,0,0
688803,2025-05-03,sábado,04:10:00,TO,153,551,OLIVEIRA DE FATIMA,Demais Fenômenos da natureza,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Decrescente,Garoa/Chuvisco,Simples,Declive,Não,3,0,0,1,1,1,1,3,"-10,66077665","-48,90855789",SPRF-TO,DEL01-TO,UOP01-DEL01-TO,0,1
688811,2025-05-03,sábado,06:15:00,PR,277,"227,5",FERNANDES PINHEIRO,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Amanhecer,Crescente,Nevoeiro/Neblina,Simples,Reta;Aclive,Não,2,0,0,0,1,2,0,3,"-25,457776","-50,459187",SPRF-PR,DEL08-PR,UOP02-DEL08-PR,0,0
688819,2025-05-03,sábado,06:00:00,TO,153,320,GUARAI,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta;Declive,Não,2,0,0,0,1,3,0,4,"-8,707577","-48,50541",SPRF-TO,DEL02-TO,UOP02-DEL02-TO,0,0
688833,2025-05-03,sábado,05:30:00,BA,116,130,CANUDOS,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Fatais,Amanhecer,Crescente,Chuva,Simples,Reta,Não,1,1,0,0,0,0,0,1,"-9,87348143","-39,16557312",SPRF-BA,DEL07-BA,UOP03-DEL07-BA,1,1
688834,2025-05-03,sábado,09:10:00,RS,471,158,RIO PARDO,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,1,0,0,1,2,0,4,"-29,99013389","-52,36829706",SPRF-RS,DEL02-RS,UOP03-DEL02-RS,1,1
688839,2025-05-03,sábado,09:00:00,MA,226,286,BARRA DO CORDA,Demais falhas mecânicas ou elétricas,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Declive;Curva,Não,1,0,1,0,0,0,1,1,"-5,450938","-45,13393",SPRF-MA,DEL06-MA,UOP01-DEL06-MA,0,1
688840,2025-05-03,sábado,10:25:00,PB,230,143,CAMPINA GRANDE,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,"-7,253942","-35,831933",SPRF-PB,DEL02-PB,UOP01-DEL02-PB,0,1
688850,2025-05-03,sábado,07:54:00,RS,470,215,BENTO GONCALVES,Reação tardia ou ineficiente do condutor,Colisão frontal,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Declive,Sim,3,1,0,0,1,1,0,3,"-29,160718","-51,5253932",SPRF-RS,DEL06-RS,UOP01-DEL06-RS,1,1
688851,2025-04-05,sábado,23:00:00,BA,101,579,CAMACAN,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,2,1,0,0,2,1,5,"-15,349358","-39,501968",SPRF-BA,DEL05-BA,UOP02-DEL05-BA,1,3
688854,2025-05-03,sábado,12:40:00,TO,153,335,GUARAI,Ausência de reação do condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,1,1,0,2,"-8,847632","-48,51069724",SPRF-TO,DEL02-TO,UOP02-DEL02-TO,0,0
688856,2025-05-03,sábado,12:20:00,PA,155,255,ELDORADO DO CARAJAS,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,3,0,0,1,1,1,1,3,"-6,0885818","-49,3230418",SPRF-PA,DEL03-PA,UOP01-DEL03-PA,0,1
688860,2025-05-03,sábado,11:50:00,BA,116,558,NOVA ITARANA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta;Declive,Não,4,1,0,0,1,2,0,4,"-12,95512842","-39,92109454",SPRF-BA,DEL03-BA,UOP02-DEL03-BA,1,1
688861,2025-05-03,sábado,12:45:00,PR,376,413,TIBAGI,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Aclive;Curva,Não,3,0,1,0,1,2,1,4,"-24,639269","-50,62771289",SPRF-PR,DEL03-PR,UOP02-DEL03-PR,0,1
688862,2025-05-03,sábado,11:25:00,MT,364,276,JACIARA,Reação tardia ou ineficiente do condutor,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,1,0,2,"-15,952764","-54,993937",SPRF-MT,DEL05-MT,UOP02-DEL05-MT,0,0
688865,2025-05-03,sábado,13:00:00,PR,476,79,RIO BRANCO DO SUL,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva;Aclive,Não,3,1,0,0,1,1,0,3,"-25,120685","-49,095002",SPRF-PR,DEL01-PR,UOP01-DEL01-PR,1,1
688867,2025-05-03,sábado,10:30:00,MT,163,820,SINOP,Retorno proibido,Colisão transversal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,2,0,0,1,1,0,1,2,"-11,99721629","-55,51709154",SPRF-MT,DEL06-MT,UOP02-DEL06-MT,0,1
688871,2025-05-03,sábado,12:50:00,RJ,393,153,TRES RIOS,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,4,0,1,0,2,1,1,4,"-22,09380019","-43,07060835",SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ,0,1
688876,2025-05-03,sábado,10:15:00,PB,104,"149,7",QUEIMADAS,Carga excessiva e/ou mal acondicionada,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,1,0,1,0,0,0,1,1,"-7,454527","-35,915197",SPRF-PB,DEL02-PB,UOP03-DEL02-PB,0,1
688882,2025-05-03,sábado,15:10:00,PE,101,21,GOIANA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,3,0,0,0,3,0,0,2,"-7,68156669","-34,92574067",SPRF-PE,DEL01-PE,UOP02-DEL01-PE,0,0
688885,2025-05-03,sábado,13:30:00,SC,280,"111,4",SAO BENTO DO SUL,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias;Curva,Não,11,0,1,7,2,2,8,4,"-26,308642","-49,388033",SPRF-SC,DEL06-SC,UOP03-DEL06-SC,0,8
688891,2025-05-03,sábado,16:55:00,SP,116,352,MIRACATU,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Aclive,Não,2,0,0,0,1,1,0,2,"-24,02993685","-47,1782972",SPRF-SP,DEL04-SP,UOP03-DEL04-SP,0,0
688899,2025-05-03,sábado,15:15:00,RS,386,"5,5",IRAI,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,1,0,1,1,1,1,3,"-27,19189","-53,26993",SPRF-RS,DEL08-RS,UOP02-DEL08-RS,1,2
688919,2025-05-03,sábado,19:30:00,PR,373,"172,2",PONTA GROSSA,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Declive;Reta,Sim,3,0,1,0,2,0,1,3,"-25,080698","-50,193745",SPRF-PR,DEL03-PR,UOP01-DEL03-PR,0,1
688923,2025-05-03,sábado,08:00:00,MT,70,242,POXOREU,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Aclive,Não,2,1,0,0,0,1,0,2,"-15,615547","-54,039998",SPRF-MT,DEL05-MT,UOP01-DEL05-MT,1,1
688926,2025-05-03,sábado,19:45:00,PR,376,"663,5",GUARATUBA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta;Aclive,Não,2,0,0,0,1,1,0,2,"-25,854253","-48,962581",SPRF-PR,DEL01-PR,UOP04-DEL01-PR,0,0
688933,2025-05-03,sábado,20:45:00,ES,101,"122,5",LINHARES,Frear bruscamente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,4,0,1,0,2,2,1,4,"-19,2824722","-40,0871742",SPRF-ES,DEL04-ES,UOP01-DEL04-ES,0,1
688934,2025-05-03,sábado,20:30:00,RJ,465,0,SEROPEDICA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Fatais,Plena Noite,Decrescente,Ignorado,Dupla,Reta,Não,1,1,0,0,0,0,0,1,"-22,71410345","-43,73101473",SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ,1,1
688940,2025-05-03,sábado,19:20:00,SC,163,75,SAO MIGUEL DO OESTE,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Não,2,0,0,0,2,0,0,2,"-26,68895611","-53,51413534",SPRF-SC,DEL07-SC,UOP03-DEL07-SC,0,0
