id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,acidente_fatal,total_vitimas
652493,2025-01-01,quarta-feira,06:20:00,SP,116,225,GUARULHOS,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta;Declive,Sim,2,0,1,0,0,1,1,2,"-23,48586772","-46,54075317",SPRF-SP,DEL01-SP,UOP01-DEL01-SP,0,1
652519,2025-01-01,quarta-feira,07:50:00,CE,116,"546,2",PENAFORTE,Pista esburacada,Colisão frontal,NA,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,6,1,1,0,1,4,1,6,"-7,812288","-39,08333306",SPRF-CE,DEL05-CE,UOP03-DEL05-CE,1,2
652522,2025-01-01,quarta-feira,08:45:00,PR,369,"88,2",CORNELIO PROCOPIO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta;Aclive,Sim,5,0,3,0,2,0,3,2,"-23,182565","-50,637228",SPRF-PR,DEL07-PR,UOP05-DEL07-PR,0,3
652544,2025-01-01,quarta-feira,11:00:00,PR,116,74,CAMPINA GRANDE DO SUL,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,5,0,1,0,4,0,1,2,"-25,36517687","-49,04223028",SPRF-PR,DEL01-PR,UOP02-DEL01-PR,0,1
652549,2025-01-01,quarta-feira,09:30:00,MG,251,471,FRANCISCO SA,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva;Declive,Não,5,0,1,1,1,2,2,4,"-16,46801304","-43,43121303",SPRF-MG,DEL12-MG,UOP01-DEL12-MG,0,2
652569,2025-01-01,quarta-feira,10:40:00,MT,70,669,CACERES,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,4,2,0,0,1,2,0,5,"-16,04148578","-57,25884017",SPRF-MT,DEL03-MT,UOP02-DEL03-MT,1,2
652573,2025-01-01,quarta-feira,12:23:00,RS,116,376,TAPES,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,0,1,1,2,"-30,739714","-51,62594",SPRF-RS,DEL02-RS,UOP02-DEL02-RS,0,1
652617,2025-01-01,quarta-feira,17:45:00,SC,101,"207,4",SAO JOSE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-27,60001226","-48,6226467",SPRF-SC,DEL01-SC,UOP01-DEL01-SC,0,1
652625,2025-01-01,quarta-feira,18:40:00,MG,116,"708,5",MURIAE,Velocidade Incompatível,Tombamento,Com Vítimas Fatais,Anoitecer,Crescente,Nublado,Simples,Curva,Não,2,1,0,0,0,1,0,2,"-21,16328873","-42,37968988",SPRF-MG,DEL07-MG,UOP02-DEL07-MG,1,1
652648,2025-01-01,quarta-feira,17:00:00,PE,407,"7,4",AFRANIO,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Curva,Não,2,0,0,0,2,0,0,1,"-8,47503105","-41,0137105",SPRF-PE,DEL06-PE,UOP02-DEL06-PE,0,0
652655,2025-01-01,quarta-feira,20:20:00,SC,101,327,CAPIVARI DE BAIXO,Ingestão de álcool pelo condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Curva;Interseção de Vias,Sim,3,0,0,0,2,1,0,3,"-28,42800492","-48,88171497",SPRF-SC,DEL02-SC,UOP01-DEL02-SC,0,0
652656,2025-01-01,quarta-feira,20:00:00,MG,381,530,RIO MANSO,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Chuva,Dupla,Curva,Não,2,0,0,0,1,1,0,2,"-20,17327539","-44,37545454",SPRF-MG,DEL04-MG,UOP03-DEL04-MG,0,0
652671,2025-01-01,quarta-feira,21:00:00,PB,405,"51,8",MARIZOPOLIS,Ingestão de álcool pelo condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Curva,Sim,5,0,0,4,1,0,4,2,"-6,846113","-38,366341",SPRF-PB,DEL03-PB,UOP03-DEL03-PB,0,4
652687,2025-01-02,quinta-feira,05:45:00,MG,116,"708,5",MURIAE,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,6,0,2,1,2,1,3,6,"-21,16328873","-42,37968988",SPRF-MG,DEL07-MG,UOP02-DEL07-MG,0,3
652691,2025-01-01,quarta-feira,19:00:00,SC,153,"117,8",CONCORDIA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta;Declive,Não,2,0,1,0,0,1,1,2,"-27,370375","-51,993419",SPRF-SC,DEL07-SC,UOP04-DEL07-SC,0,1
652701,2025-01-02,quinta-feira,07:20:00,PR,116,125,FAZENDA RIO GRANDE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,4,0,0,1,1,2,1,4,"-25,59505309","-49,31630659",SPRF-PR,DEL01-PR,UOP03-DEL01-PR,0,1
652703,2025-01-02,quinta-feira,07:15:00,PB,230,"105,6",MOGEIRO,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,"-7,2075","-35,5248",SPRF-PB,DEL01-PB,UOP02-DEL01-PB,0,1
652719,2025-01-02,quinta-feira,06:42:00,MT,163,1102,GUARANTA DO NORTE,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Curva;Aclive,Não,4,0,1,2,0,1,3,2,"-9,77791545","-54,90365982",SPRF-MT,DEL06-MT,UOP03-DEL06-MT,0,3
652720,2025-01-02,quinta-feira,06:30:00,PR,163,"137,7",CAPITAO LEONIDAS MARQUES,Velocidade Incompatível,Colisão com objeto,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Declive;Reta,Sim,4,1,0,0,1,2,0,4,"-25,5216371","-53,5943858",SPRF-PR,DEL05-PR,UOP05-DEL05-PR,1,1
652729,2025-01-02,quinta-feira,08:20:00,MG,40,"627,5",CONSELHEIRO LAFAIETE,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,2,0,0,0,2,0,0,2,"-20,60236514","-43,80699874",SPRF-MG,DEL05-MG,UOP02-DEL05-MG,0,0
652736,2025-01-02,quinta-feira,08:19:00,MT,163,826,SINOP,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Retorno Regulamentado,Sim,2,0,2,0,0,0,2,1,"-11,9396379","-55,51573103",SPRF-MT,DEL06-MT,UOP02-DEL06-MT,0,2
652750,2025-01-02,quinta-feira,11:57:00,PE,232,16,JABOATAO DOS GUARARAPES,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,"-8,09414193","-35,03716601",SPRF-PE,DEL01-PE,UOP01-DEL01-PE,0,1
652760,2025-01-02,quinta-feira,13:30:00,PR,116,104,SAO JOSE DOS PINHAIS,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Múltipla,Reta;Aclive,Não,5,0,1,0,3,2,1,5,"-25,56472785","-49,15859603",SPRF-PR,DEL01-PR,UOP07-DEL01-PR,0,1
652761,2025-01-02,quinta-feira,13:20:00,ES,262,"73,2",MARECHAL FLORIANO,Reação tardia ou ineficiente do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Ponte;Declive;Curva,Não,2,0,0,1,0,1,1,2,"-20,41066352","-40,88380166",SPRF-ES,DEL01-ES,UOP02-DEL01-ES,0,1
652762,2025-01-02,quinta-feira,13:01:00,PE,101,"46,5",IGARASSU,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,3,0,0,0,2,1,0,3,"-7,87406004","-34,90588126",SPRF-PE,DEL01-PE,UOP02-DEL01-PE,0,0
652778,2025-01-02,quinta-feira,14:30:00,RJ,101,331,RIO DE JANEIRO,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Curva;Ponte,Não,4,0,1,1,2,0,2,2,"-22,867662","-43,195337",SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,0,2
652781,2025-01-02,quinta-feira,11:30:00,CE,222,292,TIANGUA,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Reta,Não,3,0,0,1,2,0,1,2,"-3,67390203","-40,88486128",SPRF-CE,DEL04-CE,UOP02-DEL04-CE,0,1
652793,2025-01-02,quinta-feira,06:50:00,MA,135,124,MIRANDA DO NORTE,Manobra de mudança de faixa,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não,3,0,1,0,2,0,1,3,"-3,54575653","-44,57616778",SPRF-MA,DEL01-MA,UOP02-DEL01-MA,0,1
652796,2025-01-02,quinta-feira,14:00:00,RS,287,316,MATA,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,1,0,0,1,0,0,1,1,"-29,65140716","-54,53287505",SPRF-RS,DEL09-RS,UOP01-DEL09-RS,0,1
652806,2025-01-02,quinta-feira,14:00:00,RJ,116,257,PINHEIRAL,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Não,3,0,3,0,0,0,3,2,"-22,58631777","-44,01407302",SPRF-RJ,DEL07-RJ,UOP01-DEL07-RJ,0,3
652812,2025-01-02,quinta-feira,19:20:00,RS,290,"347,8",SAO SEPE,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Curva,Não,4,0,0,2,1,2,2,4,"-30,367035","-53,606186",SPRF-RS,DEL09-RS,UOP02-DEL09-RS,0,2
652819,2025-01-02,quinta-feira,19:40:00,TO,230,95,SAO BENTO DO TOCANTINS,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Aclive,Não,2,0,1,0,1,0,1,2,"-6,03546808","-47,92978989",SPRF-TO,DEL02-TO,UOP03-DEL02-TO,0,1
652821,2025-01-02,quinta-feira,18:20:00,RJ,393,167,TRES RIOS,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Curva,Sim,3,0,1,0,1,1,1,2,"-22,12309905","-43,20363803",SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ,0,1
652829,2025-01-02,quinta-feira,15:30:00,PR,376,440,TIBAGI,Ausência de reação do condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Curva;Declive,Não,2,0,0,0,1,2,0,3,"-24,803598","-50,490267",SPRF-PR,DEL03-PR,UOP02-DEL03-PR,0,0
652830,2025-01-02,quinta-feira,15:00:00,PI,135,"49,5",JERUMENHA,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,0,1,2,0,3,"-7,13765891","-43,55761904",SPRF-PI,DEL03-PI,UOP01-DEL03-PI,0,0
652838,2025-01-02,quinta-feira,20:45:00,GO,364,299,MINEIROS,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,3,1,0,0,1,1,0,3,"-17,559059","-52,528431",SPRF-GO,DEL05-GO,UOP01-DEL05-GO,1,1
652842,2025-01-02,quinta-feira,17:15:00,PR,369,"413,2",JURANDA,Demais falhas mecânicas ou elétricas,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,7,1,0,3,2,1,3,4,"-24,45282227","-52,84863369",SPRF-PR,DEL04-PR,UOP03-DEL04-PR,1,4
652849,2025-01-02,quinta-feira,21:30:00,MG,116,"551,9",SANTA BARBARA DO LESTE,Pedestre andava na pista,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-19,98476697","-42,1434265",SPRF-MG,DEL06-MG,UOP02-DEL06-MG,0,1
652861,2025-01-03,sexta-feira,00:30:00,GO,20,1,FORMOSA,Reação tardia ou ineficiente do condutor,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Chuva,Simples,Em Obras;Declive;Curva,Sim,5,0,0,0,4,1,0,2,"-15,579424","-47,334297",SPRF-DF,DEL02-DF,UOP02-DEL02-DF,0,0
652862,2025-01-03,sexta-feira,00:10:00,SC,282,"489,4",FAXINAL DOS GUEDES,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,8,0,7,0,1,0,7,3,"-26,870375","-52,274731",SPRF-SC,DEL07-SC,UOP01-DEL07-SC,0,7
652865,2025-01-03,sexta-feira,03:30:00,MG,381,"484,5",BETIM,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Múltipla,Curva;Declive,Não,3,0,0,1,1,1,1,3,"-19,95838414","-44,09173965",SPRF-MG,DEL01-MG,UOP03-DEL01-MG,0,1
652867,2025-01-03,sexta-feira,04:12:00,PE,101,29,IGARASSU,Manobra de mudança de faixa,Colisão traseira,Sem Vítimas,Amanhecer,Decrescente,Vento,Dupla,Reta,Não,2,0,0,0,2,0,0,2,"-7,72939697","-34,94185854",SPRF-PE,DEL01-PE,UOP02-DEL01-PE,0,0
652869,2025-01-03,sexta-feira,05:03:00,ES,101,"294,5",CARIACICA,Ausência de reação do condutor,Engavetamento,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Dupla,Aclive;Reta,Sim,4,0,0,1,2,4,1,7,"-20,32415948","-40,3952903",SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,1
652873,2025-01-03,sexta-feira,06:10:00,BA,116,"929,3",ENCRUZILHADA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Declive;Reta,Não,8,5,0,0,2,3,0,6,"-15,66638","-41,31508",SPRF-BA,DEL08-BA,UOP03-DEL08-BA,1,5
652883,2025-01-03,sexta-feira,07:08:00,PB,101,86,BAYEUX,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Declive,Sim,2,0,0,1,0,1,1,2,"-7,15118983","-34,91012184",SPRF-PB,DEL01-PB,UOP01-DEL01-PB,0,1
652885,2025-01-03,sexta-feira,07:30:00,MG,251,"356,9",FRUTA DE LEITE,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,3,0,1,0,1,2,1,3,"-16,27029","-42,56126",SPRF-MG,DEL12-MG,UOP02-DEL12-MG,0,1
652889,2025-01-03,sexta-feira,06:30:00,PE,232,276,SERTANIA,Carga excessiva e/ou mal acondicionada,Derramamento de carga,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,1,1,1,1,2,"-8,37073085","-37,26126285",SPRF-PE,DEL04-PE,UOP02-DEL04-PE,0,1
652909,2025-01-03,sexta-feira,10:00:00,SP,116,509,CAJATI,Curva acentuada,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Declive,Não,4,0,3,0,0,1,3,2,"-24,82178987","-48,21419034",SPRF-SP,DEL05-SP,UOP02-DEL05-SP,0,3
652918,2025-01-03,sexta-feira,09:10:00,RO,364,15,VILHENA,Área urbana sem a presença de local apropriado para a travessia de pedestres,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Sim,3,0,0,1,1,2,1,4,"-12,73672751","-60,14804088",SPRF-RO,DEL04-RO,UOP01-DEL04-RO,0,1
652920,2025-01-03,sexta-feira,11:05:00,PE,232,"5,5",RECIFE,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,4,0,0,0,3,1,0,4,"-8,069481","-34,9491",SPRF-PE,DEL01-PE,UOP01-DEL01-PE,0,0
652923,2025-01-03,sexta-feira,11:00:00,SC,101,132,BALNEARIO CAMBORIU,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Múltipla,Reta,Sim,3,0,2,0,1,0,2,2,"-26,99654133","-48,65564711",SPRF-SC,DEL04-SC,UOP03-DEL04-SC,0,2
652930,2025-01-03,sexta-feira,12:30:00,SP,381,63,MAIRIPORA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta;Declive,Não,8,0,1,1,5,2,2,5,"-23,302805","-46,572767",SPRF-SP,DEL03-SP,UOP01-DEL03-SP,0,2
652931,2025-01-03,sexta-feira,10:40:00,GO,153,84,PORANGATU,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Reta,Não,17,0,1,0,15,1,1,8,"-13,552117","-49,091297",SPRF-GO,DEL07-GO,UOP01-DEL07-GO,0,1
652937,2025-01-03,sexta-feira,11:50:00,RS,290,"472,4",ROSARIO DO SUL,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,3,0,1,0,1,1,1,3,"-30,244234","-54,837765",SPRF-RS,DEL11-RS,UOP02-DEL11-RS,0,1
652938,2025-01-03,sexta-feira,12:20:00,BA,101,"24,7",ESPLANADA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Em Obras;Desvio Temporário;Reta,Não,2,0,1,0,0,2,1,3,"-11,74325485","-37,93913118",SPRF-SE,DEL02-SE,UOP03-DEL02-SE,0,1
652940,2025-01-03,sexta-feira,13:12:00,PR,277,"451,5",LARANJEIRAS DO SUL,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Aclive;Interseção de Vias;Reta,Não,7,0,0,1,5,1,1,3,"-25,37488518","-52,38913178",SPRF-PR,DEL04-PR,UOP02-DEL04-PR,0,1
652942,2025-01-03,sexta-feira,10:50:00,SC,101,"40,8",JOINVILLE,Estacionar ou parar em local proibido,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Sol,Múltipla,Aclive;Reta,Sim,6,1,0,0,2,4,0,6,"-26,3147914","-48,8733576",SPRF-SC,DEL03-SC,UOP01-DEL03-SC,1,1
652944,2025-01-03,sexta-feira,11:30:00,MS,158,"131,3",APARECIDA DO TABOADO,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,2,1,0,1,0,0,1,2,"-19,95497014","-51,1058916",SPRF-MS,DEL08-MS,UOP01-DEL08-MS,1,2
652949,2025-01-03,sexta-feira,14:30:00,SC,101,80,BARRA VELHA,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,4,0,1,0,2,1,1,3,"-26,59441996","-48,72183309",SPRF-SC,DEL03-SC,UOP02-DEL03-SC,0,1
652950,2025-01-03,sexta-feira,14:30:00,MG,40,590,ITABIRITO,Velocidade Incompatível,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,"-20,36807799","-43,90982881",SPRF-MG,DEL01-MG,UOP02-DEL01-MG,0,1
652956,2025-01-03,sexta-feira,12:50:00,RJ,101,501,ANGRA DOS REIS,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,4,0,2,2,0,0,4,1,"-22,92308827","-44,36056298",SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ,0,4
652976,2025-01-03,sexta-feira,17:00:00,ES,101,301,VIANA,Demais falhas mecânicas ou elétricas,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Aclive;Retorno Regulamentado,Sim,4,0,1,0,2,3,1,6,"-20,36825561","-40,44406414",SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,1
652982,2025-01-03,sexta-feira,07:30:00,BA,116,578,BREJOES,Demais falhas na via,Tombamento,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Aclive,Não,2,0,0,0,1,1,0,2,"-13,07158302","-39,9611107",SPRF-BA,DEL03-BA,UOP02-DEL03-BA,0,0
652988,2025-01-03,sexta-feira,16:40:00,RJ,116,144,DUQUE DE CAXIAS,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,4,1,0,0,3,0,0,3,"-22,65737709","-43,24724694",SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ,1,1
652989,2025-01-03,sexta-feira,17:30:00,ES,101,"291,8",CARIACICA,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Ignorado,Dupla,Reta,Não,3,0,1,0,1,1,1,3,"-20,29755744","-40,39445616",SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,1
652992,2025-01-03,sexta-feira,14:45:00,MG,381,181,GOVERNADOR VALADARES,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-19,04766095","-42,15522105",SPRF-MG,DEL06-MG,UOP01-DEL06-MG,0,1
652996,2025-01-03,sexta-feira,16:24:00,MT,364,250,JUSCIMEIRA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,6,0,1,0,5,0,1,2,"-16,12029135","-54,85333523",SPRF-MT,DEL02-MT,UOP01-DEL02-MT,0,1
652997,2025-01-03,sexta-feira,17:20:00,SP,116,441,REGISTRO,Manobra de mudança de faixa,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,3,0,1,0,1,1,1,2,"-24,4688528","-47,82223728",SPRF-SP,DEL05-SP,UOP01-DEL05-SP,0,1
653018,2025-01-03,sexta-feira,10:30:00,RO,429,86,ALVORADA DOESTE,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Declive,Não,2,0,1,0,1,0,1,2,"-11,307507","-62,248367",SPRF-RO,DEL02-RO,UOP03-DEL02-RO,0,1
653020,2025-01-03,sexta-feira,20:00:00,BA,110,389,SAO SEBASTIAO DO PASSE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Aclive;Reta,Não,4,0,1,1,1,1,2,3,"-12,50766107","-38,49626949",SPRF-BA,DEL01-BA,UOP01-DEL01-BA,0,2
653021,2025-01-03,sexta-feira,19:40:00,RJ,101,501,ANGRA DOS REIS,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,0,2,1,0,2,2,"-22,92308827","-44,36056298",SPRF-RJ,DEL03-RJ,UOP03-DEL03-RJ,0,2
653024,2025-01-03,sexta-feira,17:05:00,RJ,116,18,SAPUCAIA,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Reta,Não,2,0,0,1,0,1,1,2,"-21,98843778","-42,7572571",SPRF-RJ,DEL05-RJ,UOP01-DEL05-RJ,0,1
653038,2025-01-03,sexta-feira,21:30:00,RJ,40,108,DUQUE DE CAXIAS,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Múltipla,Reta,Sim,3,0,1,0,1,1,1,3,"-22,66476979","-43,28495144",SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ,0,1
653039,2025-01-03,sexta-feira,17:50:00,MG,153,"219,4",FRUTAL,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Reta,Não,5,1,1,1,1,1,2,4,"-20,09508657","-49,08695698",SPRF-MG,DEL13-MG,UOP02-DEL13-MG,1,3
653044,2025-01-03,sexta-feira,23:00:00,MG,381,"618,1",OLIVEIRA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Curva,Não,4,0,1,0,2,4,1,7,"-20,76895697","-44,78171707",SPRF-MG,DEL04-MG,UOP01-DEL04-MG,0,1
653051,2025-01-04,sábado,00:15:00,RJ,356,69,ITAPERUNA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta,Não,2,0,1,0,1,0,1,2,"-21,37533068","-41,69412374",SPRF-RJ,DEL08-RJ,UOP03-DEL08-RJ,0,1
653052,2025-01-03,sexta-feira,23:00:00,MG,116,"802,8",ALEM PARAIBA,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,3,0,1,0,1,1,1,3,"-21,77810174","-42,72568662",SPRF-MG,DEL07-MG,UOP01-DEL07-MG,0,1
653058,2025-01-04,sábado,02:46:00,RJ,116,313,RESENDE,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Não,1,0,0,1,0,0,1,1,"-22,45998766","-44,46237202",SPRF-RJ,DEL07-RJ,UOP02-DEL07-RJ,0,1
653060,2025-01-04,sábado,02:50:00,SC,101,"157,7",PORTO BELO,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,"-27,181625","-48,6121179",SPRF-SC,DEL04-SC,UOP03-DEL04-SC,0,1
653062,2025-01-03,sexta-feira,22:45:00,RS,158,"419,5",SAO GABRIEL,Ausência de reação do condutor,Colisão traseira,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,1,0,1,1,1,1,3,"-30,03993268","-54,5918013",SPRF-RS,DEL11-RS,UOP02-DEL11-RS,1,2
